tracking_id	Day0_1_0	Day0_2_0	Day2_1_0	Day2_2_0	Day5_1_0	Day5_2_0	Day14_1_0	Day14_2_0	Fetal_27195_0	Fetal_27197_0
ENSG00000164100	0.120425	0.337803	0.821929	0.812503	0.638223	0.41075	0.731168	0.116464	0.349195	0.761007
ENSG00000164104	135.792	145.701	182.73	156.165	285.355	264.871	48.8247	67.0146	151.199	112.229
ENSG00000164105	24.4189	21.5594	17.1533	13.7774	14.0107	12.0676	21.5171	33.1633	21.3759	16.0525
ENSG00000164106	0	0	0	0	0.0941686	0.0933979	0.247894	0.382337	0.887466	0.900441
ENSG00000164107	0.0769295	0	0.0620557	0.0149423	61.3112	58.4597	64.1256	82.1551	111.925	68.8753
ENSG00000164109	87.1953	99.7982	56.7497	49.9928	68.793	55.4559	10.1298	10.3859	26.5076	16.2263
ENSG00000164111	225.603	238.148	213.975	199.986	133.433	111.255	155.561	134.398	130.81	111.842
ENSG00000164112	1.05114	1.06032	0.243219	0.0350628	0	0.0378866	0	0	8.30237	2.62023
ENSG00000164113	0	0	0	0	0	0.0677763	0	0	0	0.0538414
ENSG00000164114	8.66336	7.80458	7.88094	8.00717	7.53787	7.43551	19.0183	19.7754	7.56227	8.10858
ENSG00000164116	0.0203301	0.0233094	0	0	8.15858	2.93756	74.9896	78.5854	59.9393	45.9091
ENSG00000164117	4.79926	5.9708	5.67397	5.87516	9.49376	7.08589	13.1682	12.1389	15.4178	10.9895
ENSG00000164118	11.794	11.5848	15.4394	19.0206	20.3952	21.7343	7.43182	7.60488	13.4119	13.1306
ENSG00000164120	0.128818	0.582729	0.351374	0.0269983	0.833827	0.824398	0.761573	0.122467	1.09888	2.76832
ENSG00000164122	0.0946671	0.051079	24.2339	17.9468	0.0794896	0.0908223	0.0423215	0.0145102	0.143304	0.013226
ENSG00000164123	0	0	0	0.0498626	0.0726304	0.138288	0.190185	0.0539594	0.16661	0.0318171
ENSG00000164124	4.50381	2.29565	4.43907	6.76262	4.94827	3.51443	11.2951	8.15364	7.24717	8.31393
ENSG00000164125	0.0186479	0.0204737	0.195363	0.239264	3.3961	1.38498	30.9749	24.1017	66.8471	50.1275
ENSG00000164128	11.6881	9.77228	2.49641	3.01526	0.797888	0.789895	0.876663	0.85943	3.93079	4.64016
ENSG00000164129	2.9308	3.24211	0.279611	0.465086	0.0350896	0	0	0	2.7336	1.58577
ENSG00000164134	68.5684	77.6603	29.0251	25.0362	32.5313	35.4803	27.3081	30.4536	24.4613	23.3199
ENSG00000164136	1.3306	1.08176	0.554445	0.538944	0.264378	0.821015	0	0.0263842	1.22725	1.96851
ENSG00000164142	26.2223	18.3028	23.0383	26.351	8.65925	7.71305	6.53261	6.2638	5.12304	4.76209
ENSG00000164144	23.025	24.1162	22.5092	20.5364	17.6262	18.3663	23.5133	19.3903	11.3114	10.7178
ENSG00000164151	32.0314	28.9713	18.3236	16.1476	16.2442	18.1442	16.1843	14.4837	18.0096	17.9575
ENSG00000164161	0.00417969	0.0204459	0.49073	0.260603	1.42321	1.36665	0.996525	0.110428	12.7285	15.7985
ENSG00000164162	15.1879	17.1032	18.6938	19.4884	16.6304	18.8262	14.3637	17.7937	18.0072	16.1615
ENSG00000164163	91.9318	116.249	53.6371	52.752	44.6382	51.5547	46.3121	55.0592	39.7646	35.9965
ENSG00000164164	23.8528	20.7174	17.2842	15.7489	19.2063	23.9443	26.7087	22.4984	24.2739	24.1033
ENSG00000164167	56.3827	62.572	47.2189	39.6151	36.1985	38.6852	18.238	18.9291	16.887	18.2845
ENSG00000164168	24.2924	29.4518	24.2671	24.6781	24.9374	22.6608	31.1032	33.905	17.3255	17.635
ENSG00000164169	7.83372	8.24423	7.21712	6.73437	9.73346	10.2764	9.73415	8.79019	6.80437	6.50019
ENSG00000164171	3.50712	3.29959	0.796716	0.377202	1.47241	1.56666	9.95726	2.56867	4.46047	5.42209
ENSG00000164172	12.4848	15.3523	11.6978	11.9039	18.1238	17.9445	51.7006	59.2801	33.0038	23.3903
ENSG00000164175	0.0195789	0	0.0754308	0.0196611	0	0.0506995	0.543458	0.556558	3.23179	2.60848
ENSG00000164176	17.0688	15.4817	3.96893	3.54532	12.3931	7.58543	6.01047	0.62118	17.4242	17.34
ENSG00000164180	11.5651	9.77406	12.7354	13.3022	9.29973	12.1381	7.4886	8.56382	11.5146	12.8446
ENSG00000164181	5.51195	3.48183	2.54373	2.2492	1.43636	1.61927	1.45984	1.25496	1.42648	0.89053
ENSG00000164182	36.4336	42.1448	17.7119	16.6392	18.1192	18.4679	17.9253	28.1499	20.0259	15.3139
ENSG00000164185	0.0324694	0.0308731	0.0409966	0.033316	0.0365235	0.0635096	0.0201595	0.0352338	0.0558457	0.208822
ENSG00000164187	4.59213	3.01354	5.2594	4.37501	4.42203	5.51158	8.05192	9.94758	5.42136	5.00247
ENSG00000164188	0	0	0	0	0	0	0.0333572	0.0162311	0.499253	0.474398
ENSG00000164190	15.1751	8.14437	12.8173	12.4448	18.4368	22.1535	18.1261	13.3034	32.3102	32.707
ENSG00000164197	2.23794	2.09356	2.57023	2.00899	3.6021	5.15398	3.37208	4.39527	10.9249	9.98983
ENSG00000164199	13.4407	10.122	6.81594	6.20993	7.06126	9.74406	1.84066	1.90155	0.131967	1.64619
ENSG00000164209	14.1906	18.8864	17.4486	16.2406	20.3785	20.0246	38.5993	43.5405	29.8819	25.9379
ENSG00000164211	52.162	35.9773	27.7139	21.8784	20.8069	19.1004	19.9756	42.2916	56.4785	39.6868
ENSG00000164219	21.5246	22.7251	20.3941	20.7253	17.3214	14.3829	18.1112	18.2697	15.1112	14.7717
ENSG00000164220	0	0.0346893	0.0623242	0.0645866	5.1597	7.76945	1.9203	1.36929	3.95655	8.32434
ENSG00000164221	12.2295	11.5968	5.29658	5.04689	3.51905	3.92327	4.34183	6.28902	5.03648	4.21997
ENSG00000164236	3.75522	3.62087	2.57087	2.23548	10.483	12.9399	11.1816	7.72029	3.58704	3.74964
ENSG00000164237	6.32359	4.68495	3.48567	4.98899	4.35012	4.42262	3.74428	4.23409	7.19078	6.91412
ENSG00000164241	1.26273	1.55339	1.49036	1.79238	2.2024	2.54062	1.11137	2.74986	4.60059	6.26489
ENSG00000164244	23.7373	23.9622	21.5682	20.4179	25.1242	27.3481	22.2671	18.5948	22.2947	23.3283
ENSG00000164251	53.6659	50.8266	68.4425	40.6528	6.01145	4.28057	9.52092	0.933034	1.08342	1.23165
ENSG00000164252	11.0956	12.7851	8.28834	9.62589	11.3482	10.3809	18.0962	16.5608	11.4093	9.64274
ENSG00000164253	23.6279	22.8912	28.5599	30.2243	27.9805	27.4614	29.5592	37.6817	28.6824	22.6023
ENSG00000164256	0.0172115	0.0657589	0.356449	0.887562	0.0326734	0.0251379	0	0.0187067	0	0.0074287
ENSG00000164258	79.0754	72.3825	65.8056	74.5296	64.1565	58.2362	85.045	103.654	84.4132	62.357
ENSG00000164265	57.9147	65.033	18.7679	12.7558	0.989644	0.239132	1.15068	0.657277	0	284.318
ENSG00000164266	1.03943	0.672906	2.57135	5.65082	0.835897	0	38.735	0.849571	0.412752	3.16185
ENSG00000164270	0.0335966	0.0152963	0.0472932	0.0289053	0.0524015	0.0119428	0.0894873	0.131989	4.86843	4.58157
ENSG00000164283	0	0	0	0	0.810184	0.491991	1.24502	1.36994	2.12535	1.96801
ENSG00000164284	27.6997	29.0255	22.3442	24.5928	15.276	16.6836	6.42535	6.62455	11.3452	11.1675
ENSG00000164287	0.0239865	0.0251782	0.0439476	0.0119103	3.11511	1.16723	0.919638	0.129746	0	0.109141
ENSG00000164291	8.1424	7.62207	8.77515	9.5995	7.26555	6.77271	7.18751	8.81469	4.62914	4.57751
ENSG00000164292	4.70643	3.36577	88.1482	138.129	317.732	281.113	376.106	386.818	111.468	75.0248
ENSG00000164294	36.4824	51.2351	33.5204	34.9869	63.1045	46.2524	68.863	77.8491	35.4169	42.8917
ENSG00000164296	2.05026	1.61166	2.63603	2.21578	2.6511	2.10571	2.80918	3.22023	2.09641	1.79958
ENSG00000164299	0.0393954	0	0	0.0410011	0	0	0	0	0	0
ENSG00000164300	87.2866	54.9842	145.175	132.84	69.9744	56.6732	49.2367	27.9334	21.4163	16.8114
ENSG00000164303	0.104737	0.0980874	0.0305736	0.0405787	0.00596952	0	0.0201119	0.00870362	0.044869	0.0415955
ENSG00000164304	0.0203273	0.0508839	0.0800647	0.080442	0.0642375	0.105351	0.0259738	0.0653631	0.0581687	0.0245101
ENSG00000164305	51.7102	76.6876	29.3234	27.8852	28.0558	25.8843	42.8323	46.356	23.5653	19.3416
ENSG00000164306	4.34988	4.16618	5.72938	5.01042	8.6532	7.17772	8.14155	10.2498	10.0057	10.4283
ENSG00000164307	6.89682	6.206	6.40579	6.29069	6.69775	4.51357	7.28759	6.65589	16.2891	14.2408
ENSG00000164308	0.0584211	0.0275841	0.473779	0	0	0	0.0467811	0	2.57482	2.74966
ENSG00000164309	0.174624	0.152853	0.175457	0.137076	1.353	1.62797	24.6226	22.6408	42.8268	34.0755
ENSG00000164318	0.165596	0.266261	28.5976	35.2221	16.5617	16.974	3.09821	0.149939	3.7894	5.91567
ENSG00000164323	22.9338	21.7889	22.2872	28.9413	21.3311	23.1106	18.3808	19.8027	16.1683	15.3188
ENSG00000164325	0	0	0	0	0	0	0	0	0.0207364	0
ENSG00000164326	0	0	0	0	0	0	0	0	0.149533	0.315532
ENSG00000164327	10.5993	8.79853	11.7009	8.53432	10.644	12.3777	10.4557	9.82243	25.7041	23.137
ENSG00000164329	18.224	21.6257	22.6956	24.1805	21.8139	24.1316	23.0566	20.0768	25.4411	36.6387
ENSG00000164330	0.00954646	0.0587832	0	0	0.185564	0.121862	0.0350787	0	9.13455	11.4709
ENSG00000164331	10.287	8.60182	8.72064	11.1575	12.2949	11.6972	15.4668	17.1399	13.5756	14.6957
ENSG00000164332	24.5543	30.5329	19.2894	16.9971	19.8532	18.6956	20.5816	19.2312	10.8363	13.6105
ENSG00000164334	0	0	0.0271342	0.0224153	0.0476399	0	0.0712976	0	0	0
ENSG00000164338	16.7835	23.2288	11.0031	10.1351	9.74981	13.1085	7.41805	7.72597	8.13001	8.83456
ENSG00000164342	1.17801	1.78922	0.614604	0.55288	0.0802674	0.0456919	0.168263	0	0.420301	0.70461
ENSG00000164344	10.0638	15.8001	10.7294	7.34239	0.163505	0.11386	0.184302	0.0774818	0.429321	0.327522
ENSG00000164346	52.8127	60.7387	49.3723	54.3863	59.059	51.0461	38.9412	41.6132	60.4385	43.6773
ENSG00000164347	19.5977	21.6953	26.5183	25.6839	20.2315	20.5738	44.9731	47.9996	24.2575	22.2715
ENSG00000164362	14.7509	11.8199	4.0905	4.74897	1.20927	1.40983	0.0322508	0.0528804	0.01796	0.715473
ENSG00000164363	0	0	0	0	0.012387	0	0	0	0	0
ENSG00000164366	2.04151	2.58646	4.10797	3.76032	4.33432	3.92387	5.51672	4.77571	4.62655	4.35857
ENSG00000164379	0.0701057	0.126271	0.0451094	0.0369334	0.251155	0.247278	0.353031	0	0	0.20585
ENSG00000164393	0.0250139	0.0824239	0.167008	0.183787	0.444002	0.280888	0.0827178	0.0240342	0	0.0467413
ENSG00000164398	0.806718	1.15889	0.318302	0.0319677	0.0627111	0.0805078	0.338847	0.0312085	0.437223	1.04456
ENSG00000164399	0	0	0	0	0	0	0	0	0	0
ENSG00000164400	0	0	0	0	0	0	0	0	0	0
ENSG00000164402	13.6615	13.7894	15.9478	15.3824	26.8042	25.5997	25.3096	28.5399	27.4829	28.9479
ENSG00000164403	2.45944	3.60194	5.2319	4.90653	2.08976	3.11401	5.27132	9.20084	1.55347	2.36328
ENSG00000164404	0.138791	0.155235	0.211504	0.207483	0.185807	0.110467	0.195843	0.647842	0.149378	0.189752
ENSG00000164405	123.054	179.397	74.9285	70.7437	90.4205	86.7151	310.95	427.864	338.233	223.72
ENSG00000164406	0.802771	1.2009	0.559704	0.687036	0.526527	0.754315	0.652481	0.610343	1.17737	0.987412
ENSG00000164411	0.333587	0.884049	0.813071	0.671684	0.544611	1.09571	0.361989	0.34632	0.0825207	0.0877928
ENSG00000164414	10.4428	11.9544	12.6598	17.3784	15.3352	13.3784	15.0292	18.1329	14.3403	12.7977
ENSG00000164418	3.80545	1.10201	9.61639	6.75217	0.413052	0.443499	0.883702	1.10348	0.30078	3.95699
ENSG00000164430	2.36543	3.41143	1.65641	1.47393	0.573244	0.573765	0.0258056	0.0467791	1.57656	1.77872
ENSG00000164434	4.97751	5.50325	4.41215	4.31112	2.75403	1.87474	0.127546	0.318893	0.0349825	0.209077
ENSG00000164438	0	0.0330666	0.0460782	0.0386734	0	0.0726627	0	0	0	0
ENSG00000164440	0.049023	0.0581902	0.00770984	0.0191544	0.0456105	0.022894	11.6174	6.58136	28.0491	12.8108
ENSG00000164442	28.5007	28.4199	86.2416	71.3985	107.467	97.9437	77.7477	115.498	89.7047	63.4787
ENSG00000164451	0	0	0	0	0	0	0	0.03763	0	0.0390211
ENSG00000164458	5.35774	5.18615	96.1132	62.1279	0.0822546	0.0406736	0.0510121	0	0	0
ENSG00000164463	3.59057	2.75075	4.03396	3.96785	4.77418	4.49362	8.30176	8.81883	8.2853	6.51783
ENSG00000164465	10.2218	7.841	47.1766	34.851	8.81308	10.785	4.29259	3.65626	5.68436	6.85861
ENSG00000164466	57.0662	55.5482	74.3252	77.7529	55.6476	56.5523	56.5136	64.3044	27.4673	26.8893
ENSG00000164483	2.87212	3.58814	52.4946	74.3097	11.9127	8.40109	0.869346	0.531678	0.0650085	0.343502
ENSG00000164484	7.30835	6.90609	2.63478	1.64362	3.26603	1.7634	0.970475	0.164218	0.44081	1.73684
ENSG00000164485	0	0	0	0	0	0	0	0	0	0
ENSG00000164488	0.7568	1.07648	1.18408	1.98681	0.201792	0.043985	0.621242	0.0753165	1.11227	1.95365
ENSG00000164494	11.1652	9.45856	9.70004	9.28026	6.23192	6.53658	22.9342	21.9473	10.7496	8.30382
ENSG00000164500	0	0	0	0	0	0	0	0	0.0191022	0
ENSG00000164506	5.61555	6.28517	4.62342	5.20543	4.20171	5.17181	2.21731	1.82575	7.30267	7.96503
ENSG00000164508	0.149262	1.21197	0	0	0	0	0	0	0	0
ENSG00000164509	0.0261268	0.0589223	0.0328953	0	0	0	0.0638059	0.0360859	0.0486009	0.367555
ENSG00000164512	0	0	0.378039	0.237102	0.121307	0.0345574	0.0501873	0	0.0702398	0.155166
ENSG00000164520	0	0	0	0	0	0	0	0	0.08008	0.0680708
ENSG00000164530	0.103568	0.0130915	0.017824	0.0146222	0.0214946	0	0.0172012	0	0.679932	1.31636
ENSG00000164532	0.0354239	0.049595	0.427066	0.776098	36.0342	36.6454	113.144	144.416	301.725	193.858
ENSG00000164535	8.15824	10.7395	7.31962	7.24213	8.19148	8.25536	6.7377	7.03087	5.32986	7.58765
ENSG00000164542	1.07298	1.3	4.92154	7.35457	5.8062	7.55088	14.3912	20.5895	10.3025	6.71346
ENSG00000164543	8.64862	10.4661	8.90182	13.2058	8.71182	8.9302	15.7895	13.6446	5.18762	7.14941
ENSG00000164548	30.482	34.8108	38.3504	31.4421	30.0414	35.5966	29.9067	22.4653	38.4128	46.0384
ENSG00000164574	4.8936	4.45065	10.3903	11.7265	4.49352	4.90167	12.5084	12.2407	13.0925	15.929
ENSG00000164576	7.27084	11.8241	9.4302	10.3514	11.3082	11.1003	11.2531	12.329	14.3842	12.3375
ENSG00000164587	952.461	960.175	1128.14	1145.35	1227.16	1217.29	546.544	562.398	832.018	522.451
ENSG00000164588	0.562933	0.334448	0.036107	0.0961388	2.92711	2.81927	1.44121	2.2313	1.2675	1.18858
ENSG00000164591	5.03213	7.86603	4.1069	5.0993	4.96115	8.09505	2.83275	4.53608	4.33609	4.62601
ENSG00000164597	12.8652	11.7976	12.6102	10.0986	12.2472	15.8675	20.2111	22.8901	30.0412	30.9227
ENSG00000164600	0	0	0	0	0	0	0	0	0	0
ENSG00000164603	5.96147	4.96394	6.45275	6.64422	9.17179	10.2409	50.3107	51.2702	32.32	20.4908
ENSG00000164604	0.278915	0.419822	0.212002	0.0616714	0.167869	0.18031	0.467874	0.302567	1.42408	1.61732
ENSG00000164609	8.55132	13.2769	11.3733	11.8091	13.7521	12.4874	18.8304	14.4055	13.4952	9.73354
ENSG00000164610	5.42782	5.91118	8.82753	8.49518	9.90587	9.68832	12.8108	14.6744	7.93865	9.70626
ENSG00000164611	188.183	207.125	149.744	130.525	162.295	146.067	19.8137	22.2207	146.289	87.1752
ENSG00000164615	45.136	32.1842	45.3593	63.0761	33.663	29.7859	21.4524	21.5781	21.0155	20.0638
ENSG00000164619	0.837541	0.554863	3.17506	6.22656	204.005	165.526	72.4384	56.6102	6.61457	12.0944
ENSG00000164620	7.69663	6.18606	1.30085	1.20373	0.182372	0.114969	0.491125	1.09443	0.264569	0.51331
ENSG00000164626	12.6712	15.7416	6.43043	6.93777	4.48665	3.87811	0.262887	0.0179427	0.0464378	0.832896
ENSG00000164627	0.67333	0.6654	0.889859	0.585694	0.779587	0.864328	1.35922	0.897757	0.227693	0.259186
ENSG00000164631	15.2282	13.3238	19.5195	20.3415	17.845	17.5702	16.862	20.1528	15.7535	14.0926
ENSG00000164638	4.232	2.38034	2.64489	2.74828	8.26382	8.92306	8.06369	9.55567	3.60096	4.35916
ENSG00000164645	0	0	0	0	0	0	0	0	0	0.0374635
ENSG00000164647	2.44927	3.23442	1.77906	2.20478	0.405752	0.454502	0	0.0390111	0.155293	1.7587
ENSG00000164649	78.8071	82.1752	72.7414	95.0228	30.046	44.3563	12.4624	20.8565	74.682	48.2403
ENSG00000164651	13.8426	9.61446	49.9074	38.6842	0.653155	0.166689	0.498007	0	0	0
ENSG00000164654	30.7974	37.3069	32.1228	34.187	33.9224	33.4001	21.1598	22.1854	17.2612	17.8207
ENSG00000164659	15.6946	11.3012	23.4742	27.1597	47.2084	34.3584	27.6894	45.8192	12.1982	15.8856
ENSG00000164663	3.40527	3.04954	1.87112	1.815	3.7059	5.24927	2.42817	1.72817	2.40483	2.66432
ENSG00000164674	0.193341	0.0777806	0.132304	0.0767256	0.265841	0.150683	2.19073	2.8565	3.64578	1.79965
ENSG00000164675	0.146196	0.10462	0.442209	0.437887	0.443478	0.339126	0.307315	0.392311	0.33541	0.36652
ENSG00000164683	1.50174	1.98929	0.982595	0.533179	30.1647	16.5499	13.6522	10.546	6.33764	7.20587
ENSG00000164684	4.01599	5.44428	3.03563	3.57467	9.71431	11.2706	58.6246	41.0832	61.4986	45.8308
ENSG00000164687	116.36	157.2	210.995	121.597	30.0105	24.5599	11.8514	10.0357	31.2342	27.5962
ENSG00000164690	0.0278497	0.00854866	0.469041	0.251729	0.190359	0.0529025	1.23871	0.030328	0	0.615744
ENSG00000164691	0	0	0.0119987	0	0.00712471	0.0233715	0	0	0.375767	0.647612
ENSG00000164692	25.4584	24.8487	86.2518	115.988	73.0261	42.8879	320.114	361.522	634.577	1257.64
ENSG00000164694	0.0402195	0.0296411	0.0568058	0.0250902	0.0478021	0.0315921	0.0733061	0.0401871	7.26332	11.3653
ENSG00000164695	4.72244	4.68592	5.07763	3.36998	2.49875	2.96375	7.34174	6.23748	1.95016	2.10962
ENSG00000164707	1.2351	1.24614	1.52365	1.49955	1.20087	1.97442	0.197677	0.0885221	0.183276	0
ENSG00000164708	1.32664	0.863044	0.408555	0.372017	4.28529	3.34781	63.3702	81.3634	229.346	135.735
ENSG00000164713	57.5748	48.123	77.3684	100.152	47.9169	43.2658	59.4551	57.8484	78.66	59.2786
ENSG00000164715	10.3066	8.48937	9.70591	8.06885	8.97733	9.82181	14.7675	13.4923	14.7921	10.7264
ENSG00000164729	0	0	0	0	0	0.0149968	0	0	0	0
ENSG00000164733	17.6126	16.475	49.525	46.1457	63.3453	52.3582	112.087	82.0589	93.6385	71.7457
ENSG00000164736	0.0401637	0.0370811	86.5434	197.579	26.3958	13.2555	1.67959	0.878184	5.94115	5.7374
ENSG00000164741	1.79989	1.81189	37.0802	32.0567	37.8721	36.3249	9.71802	13.8436	117.532	97.916
ENSG00000164742	9.62961	7.9687	2.24815	1.3388	2.74459	3.34426	9.33306	8.84715	3.77285	2.66976
ENSG00000164743	0.152557	0.520391	1.13446	1.81661	2.05806	1.599	0.960211	1.54049	2.44838	1.59308
ENSG00000164744	0	0	0.296295	0.253565	0	0	0.150442	0	0.320588	0.116491
ENSG00000164746	0.229487	0.387857	0.65198	1.00006	0.0280882	0.0546885	0.0259651	0	0.293937	0.189306
ENSG00000164749	1.1301	1.75113	0.737435	0.720648	1.17035	0.815755	0.313958	0.211911	0	0.0525349
ENSG00000164751	19.8705	19.7127	19.8834	20.2149	20.6142	19.4058	30.175	27.4396	23.8698	20.8607
ENSG00000164754	114.299	116.086	136.535	141.61	135.637	125.127	96.4333	81.1602	93.6023	79.1588
ENSG00000164756	0.0410633	0.0232504	0.121568	0.250957	0.0638347	0.0612343	0.751693	0.302584	0.0271984	0.229185
ENSG00000164758	10.9365	14.1083	18.0121	17.5645	18.487	16.3319	5.64037	6.89733	11.0004	9.27861
ENSG00000164761	0.517195	0.628753	7.97709	8.74998	1.45434	0.837117	0.528755	0.55732	0.472924	0.46394
ENSG00000164764	0.247753	0.217671	0.0597502	0.0588979	2.28704	1.30841	3.81	0.246191	22.1657	24.3559
ENSG00000164776	0.227919	0.188528	0.189279	0.137896	0.0528551	0.0359421	0.0892307	0.165317	0.398882	0.424283
ENSG00000164778	0	0	0	0	0	0	0	0	0.0156698	0
ENSG00000164794	0.134595	0.201203	32.0939	32.4713	0.949486	0.551271	0.374235	0.178475	0.967898	0.74145
ENSG00000164796	0.0160473	0.016648	0.273628	0.322969	0.315575	0.378623	0.0971207	0.00680481	0.0644603	0.453003
ENSG00000164808	23.6045	18.9728	22.0006	17.2163	18.3288	16.5611	9.39785	11.9136	23.5571	26.7261
ENSG00000164815	12.4478	16.6014	15.9042	16.1876	11.1753	11.8088	9.67594	10.6284	7.98706	9.55724
ENSG00000164816	0	0	0	0	0	0	0	0	0	0
ENSG00000164818	32.8265	32.3614	26.1125	23.2801	17.037	16.0388	22.2499	21.5793	17.5036	16.2152
ENSG00000164821	0	0	0	0	0	0	0	0	0.0790186	0.0851117
ENSG00000164822	0	0	0.54051	0.104629	0	0	0	0	0	2.24967
ENSG00000164823	9.46307	12.9161	14.1088	13.3417	9.45245	8.10723	8.00638	7.8273	4.98368	4.36926
ENSG00000164825	0	0	1.60583	3.0307	0	0	0.133124	0	0	0.51588
ENSG00000164828	97.8773	52.2351	68.234	62.4544	48.3839	57.9902	63.1622	72.4711	109.937	104.869
ENSG00000164830	12.11	10.7405	9.53198	8.48377	14.0427	14.392	30.9863	30.9718	25.2899	19.8763
ENSG00000164841	2.56628	2.87314	1.37661	1.79082	0.692515	0.73232	0.0251213	0.133761	1.38456	0.853222
ENSG00000164849	1.64007	0.930394	1.92498	2.10967	1.03381	1.39764	3.33331	7.76812	4.57853	3.57562
ENSG00000164850	0.160285	0.13041	0.12636	0.314587	1.04906	0.58034	0.761711	1.20288	2.46051	1.69443
ENSG00000164853	0	0	0.107574	0.119027	0.533171	0.505938	0.12605	0	0	0.0824429
ENSG00000164855	0.33711	0.879353	0.384412	0.670036	1.03696	1.47712	0.605444	0.769366	0.281802	0.200552
ENSG00000164867	2.75012	2.77221	2.82968	3.03951	5.70266	5.70254	2.52585	3.72419	11.6253	14.243
ENSG00000164871	0	0	0	0	0	0	0	0	0	0
ENSG00000164877	3.50571	3.81766	1.61682	1.26408	5.89831	6.29191	2.58042	4.14981	4.29932	6.72756
ENSG00000164879	3.72129	1.06721	4.47171	5.16551	3.33335	2.41081	4.6526	3.56963	0.544137	1.79194
ENSG00000164880	34.4889	34.3575	32.5059	36.074	32.2228	34.318	25.7385	25.2028	20.0588	26.2716
ENSG00000164885	7.13013	8.5195	4.63726	4.16431	5.51303	3.59839	14.1339	10.8393	4.14601	4.07929
ENSG00000164889	26.2587	30.2511	26.8252	40.2512	34.3891	34.2174	60.4612	57.8313	49.7847	49.0607
ENSG00000164893	0	0	0.036381	0	0	0	0	0	0	0
ENSG00000164896	23.2649	24.8468	28.6139	28.1523	30.9375	27.2074	37.3684	37.0355	43.923	45.5223
ENSG00000164897	26.6104	24.9089	31.5313	37.7864	28.7225	24.9288	32.3028	31.3337	24.374	23.8405
ENSG00000164898	12.5716	11.4914	15.7023	15.297	11.9957	9.15877	24.7582	23.2282	28.5416	18.3001
ENSG00000164900	0.0359985	0	0	0	0.467832	0.513409	0.0428406	0.163102	0.38546	0
ENSG00000164902	35.4623	37.8606	31.8381	28.7946	22.0171	23.744	20.6596	20.3354	13.4771	12.365
ENSG00000164904	63.2161	46.5658	54.6038	53.4557	36.5501	38.2896	33.716	25.0706	27.1465	27.0289
ENSG00000164916	3.24163	2.90834	11.7155	12.8623	12.3499	13.3784	17.943	18.1576	20.3187	21.9281
ENSG00000164919	216.042	240.766	186.466	183.654	188.613	156.626	527.943	596.83	440.743	316.669
ENSG00000164920	0.0588978	0.180732	0	0.053046	0.173608	0	0.166485	0	0.208104	4.20485
ENSG00000164924	310.602	290.37	327.225	311.856	290.159	256.718	360.545	340.651	288.048	236.324
ENSG00000164929	0.380539	0.371714	0.481408	1.32169	17.2947	11.5716	0.482026	0.316661	3.6423	6.13381
ENSG00000164930	7.26448	8.02241	8.37108	7.81396	15.8074	14.1516	14.6842	12.876	22.9239	16.2858
ENSG00000164932	0.977767	1.40848	1.69353	1.17896	14.7342	11.5901	4.45972	1.29601	30.2157	33.6598
ENSG00000164933	16.7242	21.0295	14.1076	13.0153	11.3308	10.9856	9.76358	9.90382	11.4429	12.267
ENSG00000164934	78.7535	90.7537	47.4766	47.1903	42.2796	41.4073	31.2356	31.3314	23.5725	20.8572
ENSG00000164935	0	0	0	0	0	0	0	0	0	0.190477
ENSG00000164938	9.2514	7.40566	4.4756	6.82504	15.3179	13.5343	29.4678	24.939	17.9025	14.7202
ENSG00000164941	57.8789	61.9975	49.5565	62.8839	50.4985	40.577	27.8389	29.0826	27.8035	33.7914
ENSG00000164944	18.7979	19.2811	22.956	24.8006	22.8409	23.2093	25.5957	20.9767	21.7982	19.3808
ENSG00000164946	1.22865	0.553127	1.55296	2.22456	15.7185	8.55818	7.6867	7.45233	39.5941	32.1426
ENSG00000164949	2.98624	2.25442	1.40207	0.720232	0.758851	1.054	2.12029	0.748696	15.8536	36.584
ENSG00000164951	7.94591	10.5676	7.1338	10.254	4.89311	4.71508	7.68728	5.79864	11.2734	11.2092
ENSG00000164953	7.61931	9.75501	19.0684	22.4996	18.6182	17.3173	11.5159	12.1473	16.8628	11.4142
ENSG00000164961	20.9483	23.7119	23.4075	20.5333	15.4026	13.5849	22.8768	17.4315	17.5455	14.6657
ENSG00000164967	16.7155	19.1669	22.3309	26.3435	23.3424	17.5711	49.729	59.054	24.6941	18.8292
ENSG00000164970	8.30199	5.19811	14.9701	18.4546	3.92294	3.70964	7.09903	12.0569	7.3991	7.86576
ENSG00000164972	0.901859	0.981016	0.35808	0.558131	0.842812	0.0843448	0.453379	3.70824	10.9911	4.94884
ENSG00000164975	25.6107	15.2131	34.8166	37.8196	23.7696	26.3952	22.1539	30.9025	23.5117	24.8538
ENSG00000164976	4.04911	4.88574	9.75272	11.4333	2.85795	4.52452	1.81595	1.99081	5.24944	4.55746
ENSG00000164978	11.9193	13.3641	14.7679	16.249	14.5465	11.5108	17.3581	19.9039	15.8273	10.8904
ENSG00000164983	4.02748	3.89084	3.27598	3.16309	4.43989	4.64564	8.70847	10.2542	32.3529	27.5551
ENSG00000164985	168.332	170.048	90.308	90.6414	100.951	110.738	22.6917	27.0198	32.5495	34.5987
